date,straddle,"{""model"": ""none"", ""q"": 0.0}","{""model"": ""har"", ""q"": 0.25}","{""model"": ""har"", ""q"": 0.5}","{""model"": ""har"", ""q"": 0.75}","{""model"": ""garch"", ""q"": 0.25}","{""model"": ""garch"", ""q"": 0.5}","{""model"": ""garch"", ""q"": 0.75}","{""model"": ""gjr"", ""q"": 0.25}","{""model"": ""gjr"", ""q"": 0.5}","{""model"": ""gjr"", ""q"": 0.75}","{""model"": ""lgb"", ""q"": 0.25}","{""model"": ""lgb"", ""q"": 0.5}","{""model"": ""lgb"", ""q"": 0.75}"
2008-02-22,0.003268488226222269,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.003268488226222166,0.0
2008-02-25,0.0020782875375839963,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0020782875375839893,0.0
2008-02-26,0.003158938038646684,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0031589380386467525,0.0
2008-02-27,0.0028154534942328334,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0028154534942328446,0.0
2008-02-28,0.002289704132159077,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0022897041321590095,0.0
2008-02-29,-0.009513381223754808,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,-0.00951338122375478,0.0
2008-03-03,0.0014424876395196986,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0014424876395195962,0.0004424876395195962
2008-03-04,0.003046884074652355,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563,0.0030468840746522563
2008-03-05,0.003199587493996021,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607,0.00319958749399607
2008-03-06,-0.0068535343798854405,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451,-0.006853534379885451
2008-03-07,0.0010804010866884985,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983,0.0010804010866884983
2008-03-10,-0.0022749126950686043,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316,-0.0022749126950686316
2008-03-11,0.000980136203391576,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572,0.0009801362033916572
2008-03-12,-0.00022688212480368234,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673,-0.00022688212480370673
2008-03-13,0.0017789800909288828,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166,0.0017789800909289166
2008-03-14,-0.005011354163906134,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079,-0.005011354163906079
2008-03-17,0.00014357375507285188,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002,0.00014357375507279002
2008-03-18,0.0022729015195559915,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477,0.0022729015195559477
2008-03-19,-0.007817564220978592,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568,-0.007817564220978568
2008-03-20,0.0042771518266760235,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845,0.0042771518266759845
2008-03-24,-0.00013453889356906384,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945,-0.00013453889356906945
2008-03-25,0.0028655946773069063,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486,0.0028655946773068486
2008-03-26,0.001324838481775596,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698,0.0013248384817756698
2008-03-27,0.004124686277314664,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771,0.004124686277314771
2008-03-28,0.002847053478815013,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976,0.002847053478814976
2008-03-31,0.0055623970509151716,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102,0.005562397050915102
2008-04-01,0.00039521602438212717,0.0003952160243820835,0.0003952160243820835,0.0003952160243820835,0.0003952160243820835,0.0003952160243820835,0.0003952160243820835,-0.001,0.0003952160243820835,0.0003952160243820835,0.0003952160243820835,0.0003952160243820835,0.0003952160243820835,0.0003952160243820835
2008-04-02,-0.00037895478371506445,-0.00037895478371507973,-0.00037895478371507973,-0.00037895478371507973,-0.00037895478371507973,-0.00037895478371507973,-0.00037895478371507973,0.0,-0.00037895478371507973,-0.00037895478371507973,-0.00037895478371507973,-0.00037895478371507973,-0.00037895478371507973,-0.00037895478371507973
2008-04-03,0.0015250325385898229,0.0015250325385898211,0.0015250325385898211,0.0015250325385898211,0.0015250325385898211,0.0015250325385898211,0.0015250325385898211,0.0,0.0015250325385898211,0.0015250325385898211,0.0015250325385898211,0.0015250325385898211,0.0015250325385898211,0.0015250325385898211
2008-04-04,0.0025359165856350015,0.002535916585634901,0.002535916585634901,0.002535916585634901,0.002535916585634901,0.002535916585634901,0.002535916585634901,0.0,0.002535916585634901,0.002535916585634901,0.002535916585634901,0.002535916585634901,0.002535916585634901,0.002535916585634901
2008-04-07,0.0011764938910994904,0.0011764938910994172,0.0011764938910994172,0.0011764938910994172,0.0011764938910994172,0.0011764938910994172,0.0011764938910994172,0.0,0.0011764938910994172,0.0011764938910994172,0.0011764938910994172,0.0011764938910994172,0.0011764938910994172,0.0011764938910994172
2008-04-08,0.0012522551685996267,0.0012522551685996142,0.0012522551685996142,0.0012522551685996142,0.0012522551685996142,0.0012522551685996142,0.0012522551685996142,0.0,0.0012522551685996142,0.0012522551685996142,0.0012522551685996142,0.0012522551685996142,0.0012522551685996142,0.0012522551685996142
2008-04-09,0.00016481145159115608,0.0001648114515910848,0.0001648114515910848,0.0001648114515910848,0.0001648114515910848,0.0001648114515910848,0.0001648114515910848,0.0,0.0001648114515910848,0.0001648114515910848,0.0001648114515910848,0.0001648114515910848,0.0001648114515910848,0.0001648114515910848
2008-04-10,0.002639331069982516,0.002639331069982598,0.002639331069982598,0.002639331069982598,0.002639331069982598,0.002639331069982598,0.002639331069982598,0.0,0.002639331069982598,0.002639331069982598,0.002639331069982598,0.002639331069982598,0.002639331069982598,0.002639331069982598
2008-04-11,-0.0038575858615783887,-0.00385758586157825,-0.00385758586157825,-0.00385758586157825,-0.00385758586157825,-0.00385758586157825,-0.00385758586157825,0.0,-0.00385758586157825,-0.00385758586157825,-0.00385758586157825,-0.00385758586157825,-0.00385758586157825,-0.00385758586157825
2008-04-14,0.000945438830895988,0.0009454388308960393,0.0009454388308960393,0.0009454388308960393,0.0009454388308960393,0.0009454388308960393,0.0009454388308960393,0.0,0.0009454388308960393,0.0009454388308960393,0.0009454388308960393,0.0009454388308960393,0.0009454388308960393,0.0009454388308960393
2008-04-15,0.0034044295642212995,0.0034044295642212674,0.0034044295642212674,0.0034044295642212674,0.0034044295642212674,0.0034044295642212674,0.0034044295642212674,0.0,0.0034044295642212674,0.0034044295642212674,0.0034044295642212674,0.0034044295642212674,0.0034044295642212674,0.0034044295642212674
2008-04-16,-0.0017837254255743482,-0.0017837254255743673,-0.0017837254255743673,-0.0017837254255743673,-0.0017837254255743673,-0.0017837254255743673,-0.0017837254255743673,0.0,-0.0017837254255743673,-0.0017837254255743673,-0.0017837254255743673,-0.0017837254255743673,-0.0017837254255743673,-0.0017837254255743673
2008-04-17,0.001221907664789206,0.0012219076647892457,0.0012219076647892457,0.0012219076647892457,0.0012219076647892457,0.0012219076647892457,0.0012219076647892457,0.0,0.0012219076647892457,0.0012219076647892457,0.0012219076647892457,0.0012219076647892457,0.0012219076647892457,0.0012219076647892457
2008-04-18,0.00026875863477066655,0.00026875863477071604,0.00026875863477071604,0.00026875863477071604,0.00026875863477071604,0.00026875863477071604,0.00026875863477071604,0.0,0.00026875863477071604,0.00026875863477071604,0.00026875863477071604,0.00026875863477071604,0.00026875863477071604,0.00026875863477071604
2008-04-21,0.0005253120730055735,0.000525312073005546,0.000525312073005546,0.000525312073005546,0.000525312073005546,0.000525312073005546,0.000525312073005546,0.0,0.000525312073005546,0.000525312073005546,0.000525312073005546,0.000525312073005546,0.000525312073005546,0.000525312073005546
2008-04-22,0.0005671025355294999,0.0005671025355296067,0.0005671025355296067,0.0005671025355296067,0.0005671025355296067,0.0005671025355296067,0.0005671025355296067,0.0,0.0005671025355296067,0.0005671025355296067,0.0005671025355296067,0.0005671025355296067,0.0005671025355296067,0.0005671025355296067
2008-04-23,0.0010967181326610208,0.0010967181326611009,0.0010967181326611009,0.0010967181326611009,0.0010967181326611009,0.0010967181326611009,0.0010967181326611009,0.0,0.0010967181326611009,0.0010967181326611009,0.0010967181326611009,0.0010967181326611009,0.0010967181326611009,0.0010967181326611009
2008-04-24,0.000490720036459328,0.0004907200364592246,0.0004907200364592246,0.0004907200364592246,0.0004907200364592246,0.0004907200364592246,0.0004907200364592246,0.0,0.0004907200364592246,0.0004907200364592246,0.0004907200364592246,0.0004907200364592246,0.0004907200364592246,0.0004907200364592246
2008-04-25,-2.2550520457336695e-05,-2.255052045729844e-05,-2.255052045729844e-05,-2.255052045729844e-05,-2.255052045729844e-05,-2.255052045729844e-05,-2.255052045729844e-05,0.0,-2.255052045729844e-05,-2.255052045729844e-05,-2.255052045729844e-05,-2.255052045729844e-05,-2.255052045729844e-05,-2.255052045729844e-05
2008-04-28,4.983072863777782e-05,4.983072863784521e-05,4.983072863784521e-05,4.983072863784521e-05,4.983072863784521e-05,4.983072863784521e-05,4.983072863784521e-05,0.0,4.983072863784521e-05,4.983072863784521e-05,4.983072863784521e-05,4.983072863784521e-05,4.983072863784521e-05,4.983072863784521e-05
2008-04-29,1.094273233977798e-05,1.0942732339813688e-05,1.0942732339813688e-05,1.0942732339813688e-05,1.0942732339813688e-05,1.0942732339813688e-05,1.0942732339813688e-05,0.0,1.0942732339813688e-05,1.0942732339813688e-05,1.0942732339813688e-05,1.0942732339813688e-05,1.0942732339813688e-05,1.0942732339813688e-05
2008-04-30,-0.00010441767776898528,-0.00010441767776903088,-0.00010441767776903088,-0.00010441767776903088,-0.00010441767776903088,-0.00010441767776903088,-0.00010441767776903088,0.0,-0.00010441767776903088,-0.00010441767776903088,-0.00010441767776903088,-0.00010441767776903088,-0.00010441767776903088,-0.00010441767776903088
2008-05-01,0.0018532231993647966,0.001853223199364873,0.001853223199364873,0.001853223199364873,0.001853223199364873,0.001853223199364873,0.001853223199364873,0.0008532231993648729,0.001853223199364873,0.001853223199364873,0.001853223199364873,0.001853223199364873,0.001853223199364873,-0.001
2008-05-02,0.002323698220179129,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0023236982201790823,0.0
2008-05-05,-0.0006238901262200932,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,-0.0006238901262201058,0.0
2008-05-06,0.0016713978126501694,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0016713978126501328,0.0
2008-05-07,-0.004402048393536571,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,-0.0044020483935365284,0.0
2008-05-08,0.0018339396217592425,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0018339396217592618,0.0
2008-05-09,0.0012258615449350747,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0012258615449349808,0.0
2008-05-12,0.0029177082673412453,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.002917708267341279,0.0
2008-05-13,0.0008675875306400833,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0008675875306400904,0.0
2008-05-14,0.0016378720698104015,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0016378720698104754,0.0
2008-05-15,0.0009970422569189898,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0009970422569189896,0.0
2008-05-16,0.0006606221166153685,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0006606221166154391,0.0
2008-05-19,0.0002967488251620579,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0002967488251619521,0.0
2008-05-20,2.833651217619535e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,2.833651217626354e-05,0.0
2008-05-21,-0.0026866962536551196,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,-0.002686696253655141,0.0
2008-05-22,0.002467850884965335,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0024678508849653724,0.0
2008-05-23,-0.0022047896808861556,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,-0.002204789680886221,0.0
2008-05-27,0.0016338651546645266,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.001633865154664571,0.0
2008-05-28,0.002881317170174974,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.002881317170174924,0.0
2008-05-29,0.002446274540760411,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.002446274540760518,0.0
2008-05-30,0.0008347508190333289,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0008347508190333919,0.0
2008-06-02,-0.004677286255891067,-0.004677286255891144,-0.004677286255891144,-0.004677286255891144,-0.001,-0.004677286255891144,-0.004677286255891144,-0.001,-0.004677286255891144,-0.004677286255891144,-0.001,-0.004677286255891144,-0.001,0.0
2008-06-03,-2.5560322214769317e-05,-2.5560322214790432e-05,-2.5560322214790432e-05,-2.5560322214790432e-05,0.0,-2.5560322214790432e-05,-2.5560322214790432e-05,0.0,-2.5560322214790432e-05,-2.5560322214790432e-05,0.0,-2.5560322214790432e-05,0.0,0.0
2008-06-04,-1.3296171285814287e-05,-1.3296171285759328e-05,-1.3296171285759328e-05,-1.3296171285759328e-05,0.0,-1.3296171285759328e-05,-1.3296171285759328e-05,0.0,-1.3296171285759328e-05,-1.3296171285759328e-05,0.0,-1.3296171285759328e-05,0.0,0.0
2008-06-05,0.0029541856179090154,0.0029541856179089443,0.0029541856179089443,0.0029541856179089443,0.0,0.0029541856179089443,0.0029541856179089443,0.0,0.0029541856179089443,0.0029541856179089443,0.0,0.0029541856179089443,0.0,0.0
2008-06-06,-0.015794884822722392,-0.01579488482272251,-0.01579488482272251,-0.01579488482272251,0.0,-0.01579488482272251,-0.01579488482272251,0.0,-0.01579488482272251,-0.01579488482272251,0.0,-0.01579488482272251,0.0,0.0
2008-06-09,0.0020534311577517614,0.002053431157751806,0.002053431157751806,0.002053431157751806,0.0,0.002053431157751806,0.002053431157751806,0.0,0.002053431157751806,0.002053431157751806,0.0,0.002053431157751806,0.0,0.0
2008-06-10,0.0010187862048323497,0.0010187862048323115,0.0010187862048323115,0.0010187862048323115,0.0,0.0010187862048323115,0.0010187862048323115,0.0,0.0010187862048323115,0.0010187862048323115,0.0,0.0010187862048323115,0.0,0.0
2008-06-11,-0.0013420838654563812,-0.0013420838654564227,-0.0013420838654564227,-0.0013420838654564227,0.0,-0.0013420838654564227,-0.0013420838654564227,0.0,-0.0013420838654564227,-0.0013420838654564227,0.0,-0.0013420838654564227,0.0,0.0
2008-06-12,0.0020991941250803454,0.002099194125080306,0.002099194125080306,0.002099194125080306,0.0,0.002099194125080306,0.002099194125080306,0.0,0.002099194125080306,0.002099194125080306,0.0,0.002099194125080306,0.0,0.0
2008-06-13,0.0032912134511714065,0.0032912134511713376,0.0032912134511713376,0.0032912134511713376,0.0,0.0032912134511713376,0.0032912134511713376,0.0,0.0032912134511713376,0.0032912134511713376,0.0,0.0032912134511713376,0.0,0.0
2008-06-16,0.001603966819356488,0.0016039668193565948,0.0016039668193565948,0.0016039668193565948,0.0,0.0016039668193565948,0.0016039668193565948,0.0,0.0016039668193565948,0.0016039668193565948,0.0,0.0016039668193565948,0.0,0.0
2008-06-17,0.0008094619713746057,0.0008094619713745477,0.0008094619713745477,0.0008094619713745477,0.0,0.0008094619713745477,0.0008094619713745477,0.0,0.0008094619713745477,0.0008094619713745477,0.0,0.0008094619713745477,0.0,0.0
2008-06-18,-0.0004799136354644117,-0.0004799136354644018,-0.0004799136354644018,-0.0004799136354644018,0.0,-0.0004799136354644018,-0.0004799136354644018,0.0,-0.0004799136354644018,-0.0004799136354644018,0.0,-0.0004799136354644018,0.0,0.0
2008-06-19,0.0014749768936761448,0.0014749768936761498,0.0014749768936761498,0.0014749768936761498,0.0,0.0014749768936761498,0.0014749768936761498,0.0,0.0014749768936761498,0.0014749768936761498,0.0,0.0014749768936761498,0.0,0.0
2008-06-20,-0.001045131884993644,-0.0010451318849936664,-0.0010451318849936664,-0.0010451318849936664,0.0,-0.0010451318849936664,-0.0010451318849936664,0.0,-0.0010451318849936664,-0.0010451318849936664,0.0,-0.0010451318849936664,0.0,0.0
2008-06-23,0.0005131852865793666,0.0005131852865793984,0.0005131852865793984,0.0005131852865793984,0.0,0.0005131852865793984,0.0005131852865793984,0.0,0.0005131852865793984,0.0005131852865793984,0.0,0.0005131852865793984,0.0,0.0
2008-06-24,0.00031538037305387786,0.0003153803730537863,0.0003153803730537863,0.0003153803730537863,0.0,0.0003153803730537863,0.0003153803730537863,0.0,0.0003153803730537863,0.0003153803730537863,0.0,0.0003153803730537863,0.0,0.0
2008-06-25,0.0002921017862270519,0.0002921017862269615,0.0002921017862269615,0.0002921017862269615,0.0,0.0002921017862269615,0.0002921017862269615,0.0,0.0002921017862269615,0.0002921017862269615,0.0,0.0002921017862269615,0.0,0.0
2008-06-26,-0.0002370377563780424,-0.0002370377563780668,-0.0002370377563780668,-0.0002370377563780668,0.0,-0.0002370377563780668,-0.0002370377563780668,0.0,-0.0002370377563780668,-0.0002370377563780668,0.0,-0.0002370377563780668,0.0,0.0
2008-06-27,-4.593736180278046e-08,-4.5937361914383246e-08,-4.5937361914383246e-08,-4.5937361914383246e-08,0.0,-4.5937361914383246e-08,-4.5937361914383246e-08,0.0,-4.5937361914383246e-08,-4.5937361914383246e-08,0.0,-4.5937361914383246e-08,0.0,0.0
2008-06-30,-9.164240739799698e-05,-9.164240739789609e-05,-9.164240739789609e-05,-9.164240739789609e-05,0.0,-9.164240739789609e-05,-9.164240739789609e-05,0.0,-9.164240739789609e-05,-9.164240739789609e-05,0.0,-9.164240739789609e-05,0.0,0.0
2008-07-01,0.0013632144233716242,0.001363214423371728,0.001363214423371728,0.001363214423371728,0.000363214423371728,0.001363214423371728,0.001363214423371728,0.000363214423371728,0.001363214423371728,0.001363214423371728,0.0,0.001363214423371728,0.000363214423371728,0.000363214423371728
2008-07-02,-0.005432422608890389,-0.00543242260889043,-0.00543242260889043,-0.00543242260889043,-0.00543242260889043,-0.00543242260889043,-0.00543242260889043,-0.00543242260889043,-0.00543242260889043,-0.00543242260889043,0.0,-0.00543242260889043,-0.00543242260889043,-0.00543242260889043
2008-07-03,0.003849374151307843,0.003849374151307927,0.003849374151307927,0.003849374151307927,0.003849374151307927,0.003849374151307927,0.003849374151307927,0.003849374151307927,0.003849374151307927,0.003849374151307927,0.0,0.003849374151307927,0.003849374151307927,0.003849374151307927
2008-07-07,-0.001220370694877885,-0.0012203706948779036,-0.0012203706948779036,-0.0012203706948779036,-0.0012203706948779036,-0.0012203706948779036,-0.0012203706948779036,-0.0012203706948779036,-0.0012203706948779036,-0.0012203706948779036,0.0,-0.0012203706948779036,-0.0012203706948779036,-0.0012203706948779036
2008-07-08,0.005200773052444315,0.005200773052444374,0.005200773052444374,0.005200773052444374,0.005200773052444374,0.005200773052444374,0.005200773052444374,0.005200773052444374,0.005200773052444374,0.005200773052444374,0.0,0.005200773052444374,0.005200773052444374,0.005200773052444374
2008-07-09,-0.004936985944014181,-0.0049369859440141495,-0.0049369859440141495,-0.0049369859440141495,-0.0049369859440141495,-0.0049369859440141495,-0.0049369859440141495,-0.0049369859440141495,-0.0049369859440141495,-0.0049369859440141495,0.0,-0.0049369859440141495,-0.0049369859440141495,-0.0049369859440141495
2008-07-10,0.0007500984669831907,0.0007500984669832622,0.0007500984669832622,0.0007500984669832622,0.0007500984669832622,0.0007500984669832622,0.0007500984669832622,0.0007500984669832622,0.0007500984669832622,0.0007500984669832622,0.0,0.0007500984669832622,0.0007500984669832622,0.0007500984669832622
2008-07-11,-0.0024281823199721994,-0.0024281823199721053,-0.0024281823199721053,-0.0024281823199721053,-0.0024281823199721053,-0.0024281823199721053,-0.0024281823199721053,-0.0024281823199721053,-0.0024281823199721053,-0.0024281823199721053,0.0,-0.0024281823199721053,-0.0024281823199721053,-0.0024281823199721053
